SSID,BSSID,MANUFACTURER,SIGNAL,High Signal,RSSI,High RSSI,AUTHENTICATION,ENCRYPTION,RADIO TYPE,CHANNEL,BTX,OTX,NETWORK TYPE,LABEL,LATITUDE,LONGITUDE,SATELLITES,HDOP,ALTITUDE,HEIGHT OF GEOID,SPEED(km/h),SPEED(MPH),TRACK ANGLE,DATE(UTC),TIME(UTC),name,network_id,signal,frequency,longitude,latitude
icare 1st floor ,a0:65:18:59:0c:8e,VNPT TECHNOLOGY,36,36,-83,-83,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11,18,24,36,54","6,9,12,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:05:49.971,icare 1st floor ,a0:65:18:59:0c:8e,-85,2412,102.6159372510798,17.98123296605948
Lao icare3,6c:14:6e:70:04:60,"HUAWEI TECHNOLOGIES CO.,LTD",48,48,-79,-79,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:05:49.971,Lao icare3,6c:14:6e:70:04:60,-93,2412,102.6157479213268,17.981207042299044
Amao,b0:19:21:64:db:03,Unknown,30,88,-85,-50,WPA2-Personal,CCMP,802.11ax,8,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:04.345,Amao,b0:19:21:64:db:03,-59,2447,102.61590414777328,17.98004780766912
F.Net,28:3b:82:79:31:84,D-Link International,39,39,-82,-82,WPA2-Personal,CCMP,802.11n,2,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:04.345,F.Net,28:3b:82:79:31:84,-81,2417,102.6161068029991,17.980758237739877
LINK2015,94:98:69:3a:e2:26,zte corporation,48,83,-79,-58,WPA2-Personal,CCMP,802.11n,10,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:04.345,LINK2015,94:98:69:3a:e2:26,-73,2457,102.61636721764764,17.980752166868154
Hight speed virus5G,04:e7:95:3d:44:b8,"HUAWEI TECHNOLOGIES CO.,LTD",15,30,-90,-85,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:15.097,Hight speed virus5G,04:e7:95:3d:44:b8,-78,5745,102.6170640327178,17.980819307811192
Fairy House,70:a5:6a:05:e0:bc,"Shenzhen C-Data Technology Co., Ltd.",78,78,-66,-66,WPA2-Personal,CCMP,802.11n,7,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:15.097,Fairy House,70:a5:6a:05:e0:bc,-74,2442,102.61674908875258,17.980799358643125
Thavisack home,9c:65:ee:3d:36:bf,DZS Inc.,36,72,-83,-71,WPA2-Personal,CCMP,802.11n,10,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:21.932,Thavisack home,9c:65:ee:3d:36:bf,-68,2457,102.61769968833772,17.981070599492803
Hight speed virus,04:e7:95:3d:44:b4,"HUAWEI TECHNOLOGIES CO.,LTD",51,51,-78,-78,WPA2-Personal,CCMP,802.11n,4,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:21.932,Hight speed virus,04:e7:95:3d:44:b4,-87,2427,102.6170640327178,17.980819307811192
PASEVTH,a4:be:2b:3a:b8:78,"HUAWEI TECHNOLOGIES CO.,LTD",63,63,-74,-74,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11,18,24,36,54","6,9,12,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:21.932,PASEVTH,a4:be:2b:3a:b8:78,-71,2437,102.61750101505966,17.980870461307248
Bounsou,a0:44:5c:35:c9:50,"HUAWEI TECHNOLOGIES CO.,LTD",27,27,-86,-86,WPA2-Personal,CCMP,802.11ac,4,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:28.454,Bounsou,a0:44:5c:35:c9:50,-81,2427,102.61769968833772,17.981070599492803
live Floor 2,cc:2d:21:d5:a7:b1,"Tenda Technology Co.,Ltd.Dongguan branch",27,54,-86,-77,WPA2-Personal,CCMP,802.11n,3,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:28.454,live Floor 2,cc:2d:21:d5:a7:b1,-74,2422,102.61761587024012,17.980147326186646
Phetmany,6c:14:6e:70:6d:84,"HUAWEI TECHNOLOGIES CO.,LTD",39,79,-82,-64,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:28.454,Phetmany,6c:14:6e:70:6d:84,-80,5745,102.61763439598516,17.980635250960443
PK ,64:6d:4e:33:e5:4d,"HUAWEI TECHNOLOGIES CO.,LTD",15,51,-90,-78,WPA2-Personal,CCMP,802.11ax,48,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:34.863,PK ,64:6d:4e:33:e5:4d,-75,5240,102.61761776634886,17.98028321462092
Thira,e4:fa:c4:67:49:52,Big Field Global PTE. Ltd.,24,79,-87,-64,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:34.863,Thira,e4:fa:c4:67:49:52,-61,2452,102.6175089605102,17.980027125919158
Soudsakone,94:00:b0:0a:ae:18,"HUAWEI TECHNOLOGIES CO.,LTD",27,72,-86,-71,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:34.863,Soudsakone,94:00:b0:0a:ae:18,-70,2452,102.61761776634886,17.98028321462092
Soudsakone,94:00:b0:0a:ae:1c,"HUAWEI TECHNOLOGIES CO.,LTD",33,63,-84,-74,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:34.863,Soudsakone,94:00:b0:0a:ae:1c,-61,5180,102.61764965562324,17.98033677380545
Seng,dc:21:e2:97:99:70,"HUAWEI TECHNOLOGIES CO.,LTD",57,69,-76,-72,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:04.024,Seng,dc:21:e2:97:99:70,-72,2412,102.61692148585526,17.982436018137268
Vongvichit,b0:08:75:f9:e1:bd,"HUAWEI TECHNOLOGIES CO.,LTD",3,12,-94,-91,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:09.929,Vongvichit,b0:08:75:f9:e1:bd,-86,5180,102.61695632483644,17.98293720356269
Galaxy A51 24B7,52:8b:fd:47:ee:2f,Unknown,15,15,-90,-90,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:09.929,Galaxy A51 24B7,52:8b:fd:47:ee:2f,-86,2437,102.61719595034188,17.98277117846045
Nang,94:98:69:3b:2c:36,zte corporation,42,79,-81,-65,WPA2-Personal,CCMP,802.11n,8,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:09.929,Nang,94:98:69:3b:2c:36,-59,2447,102.61694219996949,17.98295320941873
Vongvichit,b0:08:75:f9:e1:b8,"HUAWEI TECHNOLOGIES CO.,LTD",12,12,-91,-91,WPA2-Personal,CCMP,802.11n,4,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:16.547,Vongvichit,b0:08:75:f9:e1:b8,-84,2427,102.61695632483644,17.98293720356269
vilamone-1234,5c:64:7a:45:7e:58,"HUAWEI TECHNOLOGIES CO.,LTD",36,77,-83,-68,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:16.547,vilamone-1234,5c:64:7a:45:7e:58,-73,5180,102.61702458324235,17.983352695785854
vilamone-1234,5c:64:7a:45:7e:54,"HUAWEI TECHNOLOGIES CO.,LTD",63,81,-74,-61,WPA2-Personal,CCMP,802.11n,4,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:16.547,vilamone-1234,5c:64:7a:45:7e:54,-59,2427,102.61702458324235,17.983352695785854
c6832129,50:2c:c6:83:21:29,"GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI",45,51,-80,-78,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:16.547,c6832129,50:2c:c6:83:21:29,-77,2412,102.61695227397942,17.983242648067684
Khsmphichith Family,b0:08:75:f9:25:e0,"HUAWEI TECHNOLOGIES CO.,LTD",82,82,-59,-59,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:21.865,Khsmphichith Family,b0:08:75:f9:25:e0,-74,2412,102.61694659991385,17.98363119633184
XF,e0:63:da:78:b1:24,Ubiquiti Inc,3,6,-94,-93,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:21.865,XF,e0:63:da:78:b1:24,-92,5745,102.61697228802475,17.983634427237387
MAYYAR,dc:21:e2:98:0b:a8,"HUAWEI TECHNOLOGIES CO.,LTD",12,75,-91,-70,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:21.865,MAYYAR,dc:21:e2:98:0b:a8,-79,2452,102.61695315526327,17.984003755758394
Donely garden,64:2c:ac:d4:6e:5c,"HUAWEI TECHNOLOGIES CO.,LTD",39,39,-82,-82,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:21.865,Donely garden,64:2c:ac:d4:6e:5c,-77,2462,102.61697228802475,17.983634427237387
MNdalavanh,cc:29:bd:68:95:00,zte corporation,75,82,-70,-59,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:21.865,MNdalavanh,cc:29:bd:68:95:00,-61,2437,102.61705454793572,17.983897243833958
Khsmphichith Family,b0:08:75:f9:25:e4,"HUAWEI TECHNOLOGIES CO.,LTD",3,57,-94,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:28.441,Khsmphichith Family,b0:08:75:f9:25:e4,-63,5745,102.61697228802475,17.983634427237387
Guitarist,6c:14:6e:70:80:50,"HUAWEI TECHNOLOGIES CO.,LTD",63,63,-74,-74,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:32.099,Guitarist,6c:14:6e:70:80:50,-83,5745,102.61701618885822,17.98432614827952
VV,e8:f6:54:bc:fd:6c,"HUAWEI TECHNOLOGIES CO.,LTD",75,75,-70,-70,WPA2-Personal,CCMP,802.11ac,2,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:32.099,VV,e8:f6:54:bc:fd:6c,-60,2417,102.61695315526327,17.984003755758394
MAYYAR,dc:21:e2:98:0b:ad,"HUAWEI TECHNOLOGIES CO.,LTD",77,77,-67,-67,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:32.099,MAYYAR,dc:21:e2:98:0b:ad,-79,5180,102.61695315526327,17.984003755758394
UNITEL_MayMay 13,5c:92:5e:b7:0c:0c,Zioncom Electronics (Shenzhen) Ltd.,77,77,-68,-68,WPA2-Personal,CCMP,802.11ac,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:32.099,UNITEL_MayMay 13,5c:92:5e:b7:0c:0c,-91,2412,102.61729062575382,17.983878167085177
Dim,b8:d6:f6:45:59:24,"HUAWEI TECHNOLOGIES CO.,LTD",9,42,-92,-81,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:37.325,Dim,b8:d6:f6:45:59:24,-90,5180,102.61706656075312,17.984626874546716
Guitarist,6c:14:6e:70:80:4c,"HUAWEI TECHNOLOGIES CO.,LTD",54,54,-77,-77,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:37.325,Guitarist,6c:14:6e:70:80:4c,-75,2437,102.61701618885822,17.98432614827952
thucbienduc,24:43:e2:91:ec:71,DASAN Network Solutions,33,33,-84,-84,WPA2-Personal,CCMP,802.11ac,40,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:37.325,thucbienduc,24:43:e2:91:ec:71,-85,5200,102.61701618885822,17.98432614827952
VH_SP,d0:96:fb:a1:70:b7,DZS Inc.,36,36,-83,-83,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:37.325,VH_SP,d0:96:fb:a1:70:b7,-89,2462,102.61654863889704,17.9842642866481
HAP_TXWMPS,56:f1:5f:68:6f:35,Unknown,42,42,-81,-81,WPA2-Personal,CCMP,802.11n,13,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:37.325,HAP_TXWMPS,56:f1:5f:68:6f:35,-71,2472,102.61701618885822,17.98432614827952
Thongkham,a0:8c:f8:c2:36:c0,"HUAWEI TECHNOLOGIES CO.,LTD",45,45,-80,-80,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:37.325,Thongkham,a0:8c:f8:c2:36:c0,-82,2412,102.6176074993288,17.98538392467652
NVRF12983453,c0:51:7e:72:2b:ee,"Hangzhou Hikvision Digital Technology Co.,Ltd.",51,51,-78,-78,WPA2-Personal,CCMP,802.11n,13,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:37.325,NVRF12983453,c0:51:7e:72:2b:ee,-85,2472,102.61695315526327,17.984003755758394
MV25920919,b4:47:f5:5a:ff:43,Earda Technologies co Ltd,77,77,-68,-68,Open,,802.11g,6,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:37.325,MV25920919,b4:47:f5:5a:ff:43,-73,2437,102.61701618885822,17.98432614827952
OPPO A18,2e:ac:80:e1:f5:e3,Unknown,51,51,-78,-78,WPA2-Personal,CCMP,802.11ac,11,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:47.392,OPPO A18,2e:ac:80:e1:f5:e3,-94,2462,102.6173673294838,17.985331145951033
Phet Wifi,16:13:fb:84:18:cc,Unknown,6,30,-93,-85,WPA2-Personal,CCMP,802.11ax,1,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:08:50.130,Phet Wifi,16:13:fb:84:18:cc,-79,2412,102.6169307132778,17.985288410429977
OPPO Reno5,72:07:21:c3:f0:8e,Unknown,33,51,-84,-78,WPA2-Personal,CCMP,802.11ac,2,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:56:56.344,OPPO Reno5,72:07:21:c3:f0:8e,-76,2417,102.61544590630228,17.981411807374872
888,da:6d:ca:d4:ae:e4,Unknown,39,39,-82,-82,WPA2-Personal,CCMP,802.11ac,6,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:56:56.344,888,da:6d:ca:d4:ae:e4,-94,2437,102.61556376297018,17.98116203413917
Smile Flower,94:98:69:3a:e6:ac,zte corporation,57,57,-76,-76,WPA2-Personal,CCMP,802.11n,7,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:56:56.344,Smile Flower,94:98:69:3a:e6:ac,-73,2442,102.61549648782884,17.981197697475135
No wifi,44:6a:2e:e6:fc:f8,"HUAWEI TECHNOLOGIES CO.,LTD",27,82,-86,-60,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:57:02.579,No wifi,44:6a:2e:e6:fc:f8,-69,2412,102.61537128169935,17.98218282309922
TTHome,d8:32:14:c7:9d:88,"Tenda Technology Co.,Ltd.Dongguan branch",39,77,-82,-68,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:57:02.579,TTHome,d8:32:14:c7:9d:88,-58,2412,102.61494059359336,17.98188611356093
vivo 1820,d6:bb:c8:cb:dd:41,Unknown,63,63,-74,-74,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:57:02.579,vivo 1820,d6:bb:c8:cb:dd:41,-87,2412,102.61544590630228,17.981411807374872
DASAN_GPON_409F80,24:43:e2:40:9f:87,DASAN Network Solutions,75,84,-70,-56,WPA2-Personal,CCMP,802.11n,7,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:57:02.579,DASAN_GPON_409F80,24:43:e2:40:9f:87,-71,2442,102.61533899678732,17.981867180543972
Jemini,4c:d6:29:bf:16:34,"HUAWEI TECHNOLOGIES CO.,LTD",75,75,-70,-70,WPA2-Personal,CCMP,802.11ac,5,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:57:02.579,Jemini,4c:d6:29:bf:16:34,-77,2432,102.61543806646652,17.98152404381876
Miss.khamsavan phanthalavong,94:98:69:3a:eb:e0,zte corporation,45,45,-80,-80,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:02:34.254,Miss.khamsavan phanthalavong,94:98:69:3a:eb:e0,-68,2437,102.61655747029796,17.98342836920827
Jooh Home,20:3d:b2:a8:d4:cc,"HUAWEI TECHNOLOGIES CO.,LTD",51,51,-78,-78,WPA2-Personal,CCMP,802.11n,4,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:02:34.254,Jooh Home,20:3d:b2:a8:d4:cc,-70,2427,102.61655747029796,17.98342836920827
1,e4:3e:c6:4f:4f:6d,"HUAWEI TECHNOLOGIES CO.,LTD",36,57,-83,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:02:40.680,1,e4:3e:c6:4f:4f:6d,-76,5745,102.61655061377483,17.98306679193249
Mar o No,5c:64:7a:45:9c:e0,"HUAWEI TECHNOLOGIES CO.,LTD",45,45,-80,-80,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:02:40.680,Mar o No,5c:64:7a:45:9c:e0,-87,2437,102.61653008905589,17.982843317672472
Mar o No,5c:64:7a:45:9c:e4,"HUAWEI TECHNOLOGIES CO.,LTD",57,57,-76,-76,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:02:40.680,Mar o No,5c:64:7a:45:9c:e4,-74,5180,102.61655061377483,17.98306679193249
Neng Wa_5G,e4:3e:c6:4f:4f:6c,"HUAWEI TECHNOLOGIES CO.,LTD",45,57,-80,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:02:40.680,Neng Wa_5G,e4:3e:c6:4f:4f:6c,-77,5745,102.61655061377483,17.98306679193249
Sengphet,f4:4c:7f:7d:88:80,"HUAWEI TECHNOLOGIES CO.,LTD",45,80,-80,-62,WPA2-Personal,CCMP,802.11n,10,"1,2,5.5,11,18,24,36,54","6,9,12,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:02:40.680,Sengphet,f4:4c:7f:7d:88:80,-60,2457,102.61695227397942,17.983242648067684
Khuntheb,d0:96:fb:77:a9:e7,DZS Inc.,57,57,-76,-76,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:02:40.680,Khuntheb,d0:96:fb:77:a9:e7,-66,2412,102.61655747029796,17.98342836920827
bounsakit,b4:04:21:87:6b:00,zte corporation,72,72,-71,-71,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:02:40.680,bounsakit,b4:04:21:87:6b:00,-80,2452,102.61655747029796,17.98342836920827
phetdala,b0:8b:92:75:36:9e,zte corporation,79,87,-64,-52,WPA2-Personal,CCMP,802.11n,8,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:02:40.680,phetdala,b0:8b:92:75:36:9e,-48,2447,102.6163838760932,17.982869674853386
Thphs086,1c:3c:d4:0a:d3:5d,"HUAWEI TECHNOLOGIES CO.,LTD",15,66,-90,-73,WPA2-Personal,CCMP,802.11ax,48,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:02:50.865,Thphs086,1c:3c:d4:0a:d3:5d,-70,5240,102.61616219714443,17.98286911512228
Phetmany,6c:14:6e:70:6d:80,"HUAWEI TECHNOLOGIES CO.,LTD",60,60,-75,-75,WPA2-Personal,CCMP,802.11n,2,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:34.863,Phetmany,6c:14:6e:70:6d:80,-72,2417,102.61763439598516,17.980635250960443
PK ,64:6d:4e:33:e5:48,"HUAWEI TECHNOLOGIES CO.,LTD",69,79,-72,-64,WPA2-Personal,CCMP,802.11ac,1,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:41.217,PK ,64:6d:4e:33:e5:48,-67,2412,102.61761776634886,17.98028321462092
THIRA,b0:08:75:f9:24:f0,"HUAWEI TECHNOLOGIES CO.,LTD",18,75,-89,-70,WPA2-Personal,CCMP,802.11n,4,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:41.217,THIRA,b0:08:75:f9:24:f0,-79,2427,102.6175089605102,17.980027125919158
Redmi A3,de:bb:a9:0a:7d:1a,Unknown,30,54,-85,-77,OWE,CCMP,802.11ac,12,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:41.217,Redmi A3,de:bb:a9:0a:7d:1a,-77,2467,102.61776953383568,17.980026863040873
Air1,58:f9:87:33:11:f4,"HUAWEI TECHNOLOGIES CO.,LTD",30,77,-85,-67,WPA2-Personal,CCMP,802.11n,2,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:41.217,Air1,58:f9:87:33:11:f4,-72,2417,102.61771168045055,17.98150500002165
MOUS,f0:63:f9:be:59:d0,"HUAWEI TECHNOLOGIES CO.,LTD",33,51,-84,-78,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:41.217,MOUS,f0:63:f9:be:59:d0,-75,2462,102.61776953383568,17.980026863040873
HUAWEI-5G-1bha,f0:63:f9:be:59:d4,"HUAWEI TECHNOLOGIES CO.,LTD",6,69,-93,-72,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:49.153,HUAWEI-5G-1bha,f0:63:f9:be:59:d4,-81,5745,102.61776953383568,17.980026863040873
UNITEL Wifi,e8:6e:44:dc:99:9e,zte corporation,39,39,-82,-82,WPA2-Personal,CCMP,802.11n,8,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,04:06:49.153,UNITEL Wifi,e8:6e:44:dc:99:9e,-82,2447,102.61761776634886,17.98028321462092
